name,group,vote,Groupe,Parti,Genre,Âge,Région,District,Fonction,affairVoteId
Sébastien NENDAZ,AdG/LA,Oui/Ja,AdG/LA ,AdG/LA,H,28.08.1981,Valais romand,Hérens,Député-e suppléant-e,20191213171652
Marie-Claude NOTH-ECOEUR,PLR,Non/Nein,PLR,PLR,F,25.09.1965,Valais romand,Monthey,Député-e,20191213171652
Christophe PANNATIER,PDCC,Non/Nein,PDCC,PDC,H,21.12.1981,Valais romand,Sion,Député-e,20191213171652
Bruno PERROUD,UDC,Non/Nein,UDC,UDC,H,12.12.1967,Valais romand,Sion,Député-e,20191213171652
Sandrine PERRUCHOUD,AdG/LA,Oui/Ja,AdG/LA,AdG/LA,F,04.03.1969,Valais romand,Martigny,Député-e,20191213171652
Albert PITTELOUD,UDC,Non/Nein,UDC,UDC,H,25.12.1950,Valais romand,Sierre,Député-e,20191213171652
Stéphane PONT,PDCC,Non/Nein,PDCC,PDC,H,05.02.1966,Valais romand,Sierre,Député-e,20191213171652
Joachim RAUSIS,PDCB,Oui/Ja,PDCB,PDC,H,22.03.1979,Valais romand,Entremont,Député-e,20191213171652
Laurent REY,PDCB,Oui/Ja,PDCB,PDC,H,05.04.1969,Valais romand,St-Maurice,Député-e,20191213171652
Serge REY,UDC,Non/Nein,UDC,UDC,H,18.07.1991,Valais romand,Sierre,Député-e suppléant-e,20191213171652
Yvan RION,UDC,Non/Nein,UDC,UDC,H,06.02.1954,Valais romand,Sierre,Député-e,20191213171652
André RODUIT,PDCB,Oui/Ja,PDCB,PDC,H,12.07.1963,Valais romand,Martigny,Député-e,20191213171652
Flavien SAUTHIER,UDC,Non/Nein,UDC,UDC,H,08.08.1972,Valais romand,Conthey,Député-e,20191213171652
Anne-Marie SAUTHIER-LUYET,PLR,Non/Nein,PLR,PLR,F,27.04.1954,Valais romand,Sion,Député-e,20191213171652
Jérémy SAVIOZ,Les Verts,Oui/Ja,Les Verts,Les Verts,H,24.08.1970,Valais romand,Sierre,Député-e,20191213171652
Fabien SCHAFEITEL,PDCC,Non/Nein,PDCC,PDC,H,16.06.1986,Valais romand,Hérens,Député-e,20191213171652
Flavien SCHALLER,PDCB,Oui/Ja,PDCB,PDC,H,12.09.1973,Valais romand,Monthey,Député-e,20191213171652
Manfred SCHMID,CVPO,Non/Nein,CVPO,PDC,H,16.02.1968,Haut-Valais,Westlich Raron,Député-e,20191213171652
Doris SCHMIDHALTER-NÄFEN,AdG/LA,Oui/Ja,AdG/LA,AdG/LA,F,01.12.1958,Haut-Valais,Brig,Député-e,20191213171652
Michel SFORZA,UDC,Non/Nein,UDC,UDC,H,13.12.1980,Valais romand,Monthey,Député-e suppléant-e,20191213171652
Sandro STEINER,CVPO,Oui/Ja,CVPO,PDC,H,17.09.1990,Haut-Valais,Leuk,Député-e suppléant-e,20191213171652
Rainer STUDER,CVPO,Oui/Ja,CVPO,PDC,H,25.06.1979,Haut-Valais,Visp,Député-e,20191213171652
Sonia TAUSS-CORNUT,PLR,Non/Nein,PLR,PLR,F,24.10.1975,Valais romand,Monthey,Député-e,20191213171652
Jean-Pierre TERRETTAZ,PLR,Non/Nein,PLR,PLR,H,29.06.1953,Valais romand,Martigny,Député-e,20191213171652
Olivier TURIN,AdG/LA,Oui/Ja,AdG/LA,AdG/LA,H,27.01.1973,Valais romand,Monthey,Député-e,20191213171652
Jean-Daniel VERGÈRES,PLR,Non/Nein,PLR,PLR,H,27.09.1958,Valais romand,Conthey,Député-e suppléant-e,20191213171652
Edgar VIEUX,UDC,Non/Nein,UDC,UDC,H,13.04.1959,Valais romand,Monthey,Député-e suppléant-e,20191213171652
Francesco WALTER,CVPO,Oui/Ja,CVPO,PDC,H,04.12.1960,Haut-Valais,Goms,Député-e,20191213171652
Frank WENGER,CSPO,Oui/Ja,CSPO,PDC,H,21.06.1972,Haut-Valais,Goms,Député-e,20191213171652
Egon WERLEN,CSPO,Oui/Ja,CSPO,PDC,H,05.05.1969,Haut-Valais,Westlich Raron,Député-e suppléant-e,20191213171652
Johann WOEFFRAY,PDCB,Oui/Ja,PDCB,PDC,H,02.02.1983,Valais romand,Monthey,Député-e suppléant-e,20191213171652
Fabian ZURBRIGGEN,SVPO,Non/Nein,SVPO,UDC,H,06.11.1973,Haut-Valais,Visp,Député-e,20191213171652
